week,seller_id,product_id,qty,unit_storage_cost
2023-01-02,3,4_18,45,12.0
2023-01-02,4,4_18,47,11.0
2023-01-02,1,4_19,38,10.0
2023-01-02,2,4_19,31,10.0
2023-01-02,3,4_19,34,12.0
2023-01-02,4,4_19,32,9.0
2023-01-02,1,4_20,50,13.0
2023-01-02,2,4_20,44,10.0
2023-01-02,3,4_20,48,13.0
2023-01-02,4,4_20,41,7.0
2023-01-02,0,5_1,64,7.0
2023-01-02,1,5_1,66,12.0
2023-01-02,2,5_1,63,13.0
2023-01-02,3,5_1,62,10.0
2023-01-02,4,5_1,64,8.0
2023-01-02,0,5_2,58,12.0
2023-01-02,1,5_2,53,13.0
2023-01-02,2,5_2,54,9.0
2023-01-02,3,5_2,60,13.0
2023-01-02,4,5_2,58,10.0
2023-01-02,0,5_3,62,14.0
2023-01-02,1,5_3,63,9.0
2023-01-02,2,5_3,56,8.0
2023-01-02,3,5_3,59,8.0
2023-01-02,4,5_3,58,8.0
2023-01-02,0,5_4,54,11.0
2023-01-02,1,5_4,58,10.0
2023-01-02,2,5_4,56,12.0
2023-01-02,3,5_4,60,8.0
2023-01-02,4,5_4,60,13.0
2023-01-02,0,5_5,59,11.0
2023-01-02,1,5_5,56,7.0
2023-01-02,2,5_5,54,8.0
2023-01-02,3,5_5,60,9.0
2023-01-02,4,5_5,56,11.0
2023-01-02,0,5_6,58,8.0
2023-01-02,1,5_6,50,10.0
2023-01-02,2,5_6,56,11.0
2023-01-02,3,5_6,55,8.0
2023-01-02,4,5_6,56,9.0
2023-01-02,0,5_7,62,12.0
2023-01-02,1,5_7,56,9.0
2023-01-02,2,5_7,58,14.0
2023-01-02,3,5_7,62,11.0
2023-01-02,4,5_7,59,14.0
2023-01-02,0,5_8,60,12.0
2023-01-02,1,5_8,56,13.0
2023-01-02,2,5_8,52,13.0
2023-01-02,3,5_8,58,12.0
2023-01-02,4,5_8,60,7.0
2023-01-02,0,5_9,56,7.0
2023-01-02,1,5_9,57,12.0
2023-01-02,2,5_9,63,12.0
2023-01-02,3,5_9,64,8.0
2023-01-02,4,5_9,66,9.0
2023-01-02,0,5_10,64,11.0
2023-01-02,1,5_10,65,10.0
2023-01-02,2,5_10,63,13.0
2023-01-02,3,5_10,61,11.0
2023-01-02,4,5_10,61,10.0
2023-01-02,0,5_11,59,8.0
2023-01-02,1,5_11,62,13.0
2023-01-02,2,5_11,65,8.0
2023-01-02,3,5_11,60,9.0
2023-01-02,4,5_11,62,13.0
2023-01-02,0,5_12,57,13.0
2023-01-02,1,5_12,62,12.0
2023-01-02,2,5_12,58,13.0
2023-01-02,3,5_12,56,12.0
2023-01-02,4,5_12,59,7.0
2023-01-02,0,5_13,60,8.0
2023-01-02,1,5_13,55,8.0
2023-01-02,2,5_13,58,8.0
2023-01-02,3,5_13,57,14.0
2023-01-02,4,5_13,60,10.0
2023-01-02,0,5_14,67,13.0
2023-01-02,1,5_14,67,9.0
2023-01-02,2,5_14,70,10.0
2023-01-02,3,5_14,62,13.0
2023-01-02,4,5_14,60,10.0
2023-01-02,0,5_15,55,11.0
2023-01-02,1,5_15,60,10.0
2023-01-02,2,5_15,63,12.0
2023-01-02,3,5_15,56,14.0
2023-01-02,4,5_15,61,13.0
2023-01-02,0,5_16,64,9.0
2023-01-02,1,5_16,62,12.0
2023-01-02,2,5_16,67,11.0
2023-01-02,3,5_16,62,13.0
2023-01-02,4,5_16,62,10.0
2023-01-02,0,5_17,59,11.0
2023-01-02,1,5_17,54,11.0
2023-01-02,2,5_17,56,9.0
2023-01-02,3,5_17,53,11.0
2023-01-02,4,5_17,52,11.0
2023-01-02,0,5_18,65,10.0
2023-01-02,1,5_18,57,7.0
2023-01-02,2,5_18,58,8.0
2023-01-02,3,5_18,61,11.0
2023-01-02,4,5_18,60,10.0
2023-01-02,0,5_19,63,13.0
2023-01-02,1,5_19,62,8.0
2023-01-02,2,5_19,61,9.0
2023-01-02,3,5_19,63,9.0
2023-01-02,4,5_19,63,11.0
2023-01-02,0,5_20,63,10.0
2023-01-02,1,5_20,60,11.0
2023-01-02,2,5_20,58,13.0
2023-01-02,3,5_20,58,10.0
2023-01-02,4,5_20,61,12.0
2023-01-02,1,6_1,62,13.0
2023-01-02,2,6_1,62,10.0
2023-01-02,3,6_1,65,14.0
2023-01-02,4,6_1,61,7.0
2023-01-02,1,6_2,62,8.0
2023-01-02,2,6_2,58,13.0
2023-01-02,3,6_2,56,14.0
2023-01-02,4,6_2,66,11.0
2023-01-02,1,6_3,61,8.0
2023-01-02,2,6_3,56,9.0
2023-01-02,3,6_3,61,12.0
2023-01-02,4,6_3,59,9.0
2023-01-02,1,6_4,56,11.0
2023-01-02,2,6_4,63,11.0
2023-01-02,3,6_4,60,7.0
2023-01-02,4,6_4,57,10.0
2023-01-02,1,6_5,58,10.0
2023-01-02,2,6_5,59,10.0
2023-01-02,3,6_5,50,7.0
2023-01-02,4,6_5,50,12.0
2023-01-02,1,6_6,57,9.0
2023-01-02,2,6_6,54,9.0
2023-01-02,3,6_6,55,13.0
2023-01-02,4,6_6,61,12.0
2023-01-02,1,6_7,61,14.0
2023-01-02,2,6_7,54,9.0
2023-01-02,3,6_7,56,13.0
2023-01-02,4,6_7,60,12.0
2023-01-02,1,6_8,68,13.0
2023-01-02,2,6_8,63,11.0
2023-01-02,3,6_8,58,9.0
2023-01-02,4,6_8,66,12.0
2023-01-02,1,6_9,51,7.0
2023-01-02,2,6_9,55,11.0
2023-01-02,3,6_9,51,10.0
2023-01-02,4,6_9,57,9.0
2023-01-02,1,6_10,54,12.0
2023-01-02,2,6_10,58,10.0
2023-01-02,3,6_10,60,10.0
2023-01-02,4,6_10,62,14.0
2023-01-02,1,6_11,65,8.0
2023-01-02,2,6_11,64,9.0
2023-01-02,3,6_11,64,11.0
2023-01-02,4,6_11,64,10.0
2023-01-02,1,6_12,61,8.0
2023-01-02,2,6_12,57,9.0
2023-01-02,3,6_12,59,10.0
2023-01-02,4,6_12,56,11.0
2023-01-02,1,6_13,56,13.0
2023-01-02,2,6_13,55,7.0
2023-01-02,3,6_13,50,11.0
2023-01-02,4,6_13,54,9.0
2023-01-02,1,6_14,64,10.0
2023-01-02,2,6_14,64,13.0
2023-01-02,3,6_14,57,13.0
2023-01-02,4,6_14,58,7.0
2023-01-02,1,6_15,61,8.0
2023-01-02,2,6_15,60,7.0
2023-01-02,3,6_15,59,11.0
2023-01-02,4,6_15,65,11.0
2023-01-02,1,6_16,57,11.0
2023-01-02,2,6_16,57,10.0
2023-01-02,3,6_16,61,8.0
2023-01-02,4,6_16,61,10.0
2023-01-02,1,6_17,62,10.0
2023-01-02,2,6_17,66,10.0
2023-01-02,3,6_17,67,11.0
2023-01-02,4,6_17,66,11.0
2023-01-02,1,6_18,56,11.0
2023-01-02,2,6_18,54,10.0
2023-01-02,3,6_18,61,7.0
2023-01-02,4,6_18,60,9.0
2023-01-02,1,6_19,57,13.0
2023-01-02,2,6_19,55,7.0
2023-01-02,3,6_19,58,12.0
2023-01-02,4,6_19,55,14.0
2023-01-02,1,6_20,65,8.0
2023-01-02,2,6_20,61,8.0
2023-01-02,3,6_20,59,7.0
2023-01-02,4,6_20,65,14.0
2023-01-02,1,7_1,37,11.0
2023-01-02,2,7_1,39,14.0
2023-01-02,3,7_1,34,9.0
2023-01-02,4,7_1,33,12.0
2023-01-02,1,7_2,39,12.0
2023-01-02,2,7_2,46,7.0
2023-01-02,3,7_2,42,10.0
2023-01-02,4,7_2,49,13.0
2023-01-02,1,7_3,31,9.0
2023-01-02,2,7_3,38,10.0
2023-01-02,3,7_3,40,8.0
2023-01-02,4,7_3,33,9.0
2023-01-02,1,7_4,42,10.0
2023-01-02,2,7_4,47,11.0
2023-01-02,3,7_4,49,9.0
2023-01-02,4,7_4,40,11.0
2023-01-02,1,7_5,43,14.0
2023-01-02,2,7_5,41,9.0
2023-01-02,3,7_5,49,12.0
2023-01-02,4,7_5,41,12.0
2023-01-02,1,7_6,36,9.0
2023-01-02,2,7_6,36,14.0
2023-01-02,3,7_6,38,14.0
2023-01-02,4,7_6,40,9.0
2023-01-02,1,7_7,40,14.0
2023-01-02,2,7_7,38,12.0
2023-01-02,3,7_7,37,7.0
2023-01-02,4,7_7,34,8.0
2023-01-02,1,7_8,40,12.0
2023-01-02,2,7_8,50,11.0
2023-01-02,3,7_8,46,8.0
2023-01-02,4,7_8,41,14.0
2023-01-02,1,7_9,32,10.0
2023-01-02,2,7_9,36,9.0
2023-01-02,3,7_9,40,11.0
2023-01-02,4,7_9,31,7.0
2023-01-02,1,7_10,48,11.0
2023-01-02,2,7_10,45,11.0
2023-01-02,3,7_10,44,13.0
2023-01-02,4,7_10,38,8.0
2023-01-02,1,7_11,49,13.0
2023-01-02,2,7_11,47,10.0
2023-01-02,3,7_11,49,7.0
2023-01-02,4,7_11,39,12.0
2023-01-02,1,7_12,32,10.0
2023-01-02,2,7_12,35,9.0
2023-01-02,3,7_12,31,14.0
2023-01-02,4,7_12,34,13.0
2023-01-02,1,7_13,47,10.0
2023-01-02,2,7_13,44,8.0
2023-01-02,3,7_13,43,8.0
2023-01-02,4,7_13,47,10.0
2023-01-02,1,7_14,36,11.0
2023-01-02,2,7_14,35,13.0
2023-01-02,3,7_14,36,13.0
2023-01-02,4,7_14,43,14.0
2023-01-02,1,7_15,44,9.0
2023-01-02,2,7_15,40,12.0
2023-01-02,3,7_15,50,13.0
2023-01-02,4,7_15,48,9.0
2023-01-02,1,7_16,41,7.0
2023-01-02,2,7_16,45,11.0
2023-01-02,3,7_16,49,12.0
2023-01-02,4,7_16,50,13.0
2023-01-02,1,7_17,40,9.0
2023-01-02,2,7_17,43,11.0
2023-01-02,3,7_17,41,14.0
2023-01-02,4,7_17,41,9.0
2023-01-02,1,7_18,38,13.0
2023-01-02,2,7_18,43,10.0
2023-01-02,3,7_18,36,13.0
2023-01-02,4,7_18,41,12.0
2023-01-02,1,7_19,44,11.0
2023-01-02,2,7_19,41,10.0
2023-01-02,3,7_19,46,12.0
2023-01-02,4,7_19,48,14.0
2023-01-02,1,7_20,44,10.0
2023-01-02,2,7_20,37,8.0
2023-01-02,3,7_20,39,9.0
2023-01-02,4,7_20,42,12.0
2023-01-02,0,8_1,59,10.0
2023-01-02,1,8_1,66,11.0
2023-01-02,2,8_1,62,9.0
2023-01-02,3,8_1,62,9.0
2023-01-02,4,8_1,64,14.0
2023-01-02,0,8_2,60,8.0
2023-01-02,1,8_2,56,10.0
2023-01-02,2,8_2,58,8.0
2023-01-02,3,8_2,55,8.0
2023-01-02,4,8_2,54,7.0
2023-01-02,0,8_3,64,14.0
2023-01-02,1,8_3,60,14.0
2023-01-02,2,8_3,67,10.0
2023-01-02,3,8_3,68,11.0
2023-01-02,4,8_3,70,12.0
2023-01-02,0,8_4,58,11.0
2023-01-02,1,8_4,62,10.0
2023-01-02,2,8_4,57,9.0
2023-01-02,3,8_4,62,13.0
2023-01-02,4,8_4,63,12.0
2023-01-02,0,8_5,63,7.0
2023-01-02,1,8_5,56,8.0
2023-01-02,2,8_5,63,11.0
2023-01-02,3,8_5,56,12.0
2023-01-02,4,8_5,58,12.0
2023-01-02,0,8_6,66,9.0
2023-01-02,1,8_6,57,7.0
2023-01-02,2,8_6,64,9.0
2023-01-02,3,8_6,63,11.0
2023-01-02,4,8_6,65,9.0
2023-01-02,0,8_7,62,14.0
2023-01-02,1,8_7,65,8.0
2023-01-02,2,8_7,64,12.0
2023-01-02,3,8_7,58,9.0
2023-01-02,4,8_7,59,13.0
2023-01-02,0,8_8,62,8.0
2023-01-02,1,8_8,68,10.0
2023-01-02,2,8_8,70,13.0
2023-01-02,3,8_8,67,9.0
2023-01-02,4,8_8,68,10.0
2023-01-02,0,8_9,67,9.0
2023-01-02,1,8_9,65,11.0
2023-01-02,2,8_9,61,9.0
2023-01-02,3,8_9,61,10.0
2023-01-02,4,8_9,62,7.0
2023-01-02,0,8_10,67,13.0
2023-01-02,1,8_10,66,13.0
2023-01-02,2,8_10,62,9.0
2023-01-02,3,8_10,67,12.0
2023-01-02,4,8_10,62,8.0
2023-01-02,0,8_11,59,9.0
2023-01-02,1,8_11,59,8.0
2023-01-02,2,8_11,54,11.0
2023-01-02,3,8_11,61,10.0
2023-01-02,4,8_11,53,13.0
2023-01-02,0,8_12,52,10.0
2023-01-02,1,8_12,51,10.0
2023-01-02,2,8_12,60,14.0
2023-01-02,3,8_12,59,12.0
2023-01-02,4,8_12,51,8.0
2023-01-02,0,8_13,59,13.0
2023-01-02,1,8_13,58,9.0
2023-01-02,2,8_13,53,13.0
2023-01-02,3,8_13,56,10.0
2023-01-02,4,8_13,55,10.0
2023-01-02,0,8_14,63,9.0
2023-01-02,1,8_14,64,10.0
2023-01-02,2,8_14,61,8.0
2023-01-02,3,8_14,68,8.0
2023-01-02,4,8_14,69,14.0
2023-01-02,0,8_15,58,11.0
2023-01-02,1,8_15,63,8.0
2023-01-02,2,8_15,66,9.0
2023-01-02,3,8_15,59,9.0
2023-01-02,4,8_15,61,9.0
2023-01-02,0,8_16,65,11.0
2023-01-02,1,8_16,63,11.0
2023-01-02,2,8_16,62,7.0
2023-01-02,3,8_16,66,14.0
2023-01-02,4,8_16,58,11.0
2023-01-02,0,8_17,65,10.0
2023-01-02,1,8_17,66,14.0
2023-01-02,2,8_17,62,9.0
2023-01-02,3,8_17,66,9.0
2023-01-02,4,8_17,62,8.0
2023-01-02,0,8_18,54,10.0
2023-01-02,1,8_18,62,12.0
2023-01-02,2,8_18,61,12.0
2023-01-02,3,8_18,61,9.0
2023-01-02,4,8_18,63,12.0
2023-01-02,0,8_19,65,8.0
2023-01-02,1,8_19,56,11.0
2023-01-02,2,8_19,63,12.0
2023-01-02,3,8_19,64,11.0
2023-01-02,4,8_19,66,9.0
2023-01-02,0,8_20,53,8.0
2023-01-02,1,8_20,52,9.0
2023-01-02,2,8_20,61,9.0
2023-01-02,3,8_20,58,13.0
2023-01-02,4,8_20,53,7.0
2023-01-02,0,9_1,69,13.0
2023-01-02,1,9_1,64,10.0
2023-01-02,2,9_1,65,11.0
2023-01-02,3,9_1,65,14.0
2023-01-02,4,9_1,65,9.0
2023-01-02,0,9_2,53,13.0
2023-01-02,1,9_2,59,8.0
2023-01-02,2,9_2,56,9.0
2023-01-02,3,9_2,60,12.0
2023-01-02,4,9_2,60,13.0
2023-01-02,0,9_3,59,10.0
2023-01-02,1,9_3,64,12.0
2023-01-02,2,9_3,67,12.0
2023-01-02,3,9_3,61,8.0
