seller_id,product_id,product_name,category_id,week,cost,price
2,1_1,Product_1_1,1,2023-03-27,3691,8998
3,1_1,Product_1_1,1,2023-03-27,3691,9864
4,1_1,Product_1_1,1,2023-03-27,3691,10086
0,1_1,Product_1_1,1,2023-04-03,3691,8668
1,1_1,Product_1_1,1,2023-04-03,3691,9396
2,1_1,Product_1_1,1,2023-04-03,3691,9507
3,1_1,Product_1_1,1,2023-04-03,3691,10312
4,1_1,Product_1_1,1,2023-04-03,3691,10531
0,1_1,Product_1_1,1,2023-04-10,3691,8668
1,1_1,Product_1_1,1,2023-04-10,3691,9517
2,1_1,Product_1_1,1,2023-04-10,3691,9791
3,1_1,Product_1_1,1,2023-04-10,3691,10352
4,1_1,Product_1_1,1,2023-04-10,3691,10597
0,1_1,Product_1_1,1,2023-04-17,3691,8668
1,1_1,Product_1_1,1,2023-04-17,3691,9480
2,1_1,Product_1_1,1,2023-04-17,3691,9852
3,1_1,Product_1_1,1,2023-04-17,3691,10246
4,1_1,Product_1_1,1,2023-04-17,3691,10501
0,1_1,Product_1_1,1,2023-04-24,3691,8668
1,1_1,Product_1_1,1,2023-04-24,3691,9516
2,1_1,Product_1_1,1,2023-04-24,3691,9517
3,1_1,Product_1_1,1,2023-04-24,3691,10076
4,1_1,Product_1_1,1,2023-04-24,3691,10775
0,1_1,Product_1_1,1,2023-05-01,3691,8668
1,1_1,Product_1_1,1,2023-05-01,3691,9461
2,1_1,Product_1_1,1,2023-05-01,3691,9612
3,1_1,Product_1_1,1,2023-05-01,3691,10226
4,1_1,Product_1_1,1,2023-05-01,3691,10779
0,1_1,Product_1_1,1,2023-05-08,3691,8668
1,1_1,Product_1_1,1,2023-05-08,3691,9200
2,1_1,Product_1_1,1,2023-05-08,3691,9904
3,1_1,Product_1_1,1,2023-05-08,3691,10347
4,1_1,Product_1_1,1,2023-05-08,3691,10782
0,1_1,Product_1_1,1,2023-05-15,3691,8668
1,1_1,Product_1_1,1,2023-05-15,3691,9179
2,1_1,Product_1_1,1,2023-05-15,3691,9242
3,1_1,Product_1_1,1,2023-05-15,3691,10378
4,1_1,Product_1_1,1,2023-05-15,3691,10486
0,1_1,Product_1_1,1,2023-05-22,3691,8668
1,1_1,Product_1_1,1,2023-05-22,3691,9116
2,1_1,Product_1_1,1,2023-05-22,3691,9670
3,1_1,Product_1_1,1,2023-05-22,3691,10046
4,1_1,Product_1_1,1,2023-05-22,3691,10807
0,1_1,Product_1_1,1,2023-05-29,3691,8668
1,1_1,Product_1_1,1,2023-05-29,3691,9209
2,1_1,Product_1_1,1,2023-05-29,3691,9907
3,1_1,Product_1_1,1,2023-05-29,3691,10065
4,1_1,Product_1_1,1,2023-05-29,3691,10613
0,1_1,Product_1_1,1,2023-06-05,3691,8668
1,1_1,Product_1_1,1,2023-06-05,3691,9318
2,1_1,Product_1_1,1,2023-06-05,3691,9522
3,1_1,Product_1_1,1,2023-06-05,3691,10219
4,1_1,Product_1_1,1,2023-06-05,3691,10689
0,1_1,Product_1_1,1,2023-06-12,3691,8668
1,1_1,Product_1_1,1,2023-06-12,3691,9349
2,1_1,Product_1_1,1,2023-06-12,3691,9836
3,1_1,Product_1_1,1,2023-06-12,3691,10063
4,1_1,Product_1_1,1,2023-06-12,3691,10795
0,1_1,Product_1_1,1,2023-06-19,3691,8668
1,1_1,Product_1_1,1,2023-06-19,3691,9133
2,1_1,Product_1_1,1,2023-06-19,3691,9509
3,1_1,Product_1_1,1,2023-06-19,3691,10074
4,1_1,Product_1_1,1,2023-06-19,3691,10695
0,1_1,Product_1_1,1,2023-06-26,3691,8668
1,1_1,Product_1_1,1,2023-06-26,3691,9517
2,1_1,Product_1_1,1,2023-06-26,3691,8990
3,1_1,Product_1_1,1,2023-06-26,3691,10310
4,1_1,Product_1_1,1,2023-06-26,3691,10824
0,1_1,Product_1_1,1,2023-07-03,3691,9049
1,1_1,Product_1_1,1,2023-07-03,3691,9579
2,1_1,Product_1_1,1,2023-07-03,3691,9462
3,1_1,Product_1_1,1,2023-07-03,3691,10738
4,1_1,Product_1_1,1,2023-07-03,3691,11222
0,1_1,Product_1_1,1,2023-07-10,3691,9049
1,1_1,Product_1_1,1,2023-07-10,3691,9743
2,1_1,Product_1_1,1,2023-07-10,3691,10321
3,1_1,Product_1_1,1,2023-07-10,3691,10717
4,1_1,Product_1_1,1,2023-07-10,3691,11183
0,1_1,Product_1_1,1,2023-07-17,3691,9049
1,1_1,Product_1_1,1,2023-07-17,3691,9691
2,1_1,Product_1_1,1,2023-07-17,3691,9217
3,1_1,Product_1_1,1,2023-07-17,3691,10503
4,1_1,Product_1_1,1,2023-07-17,3691,10894
0,1_1,Product_1_1,1,2023-07-24,3691,9049
1,1_1,Product_1_1,1,2023-07-24,3691,9660
2,1_1,Product_1_1,1,2023-07-24,3691,9674
3,1_1,Product_1_1,1,2023-07-24,3691,10498
4,1_1,Product_1_1,1,2023-07-24,3691,11153
0,1_1,Product_1_1,1,2023-07-31,3691,9049
1,1_1,Product_1_1,1,2023-07-31,3691,9647
2,1_1,Product_1_1,1,2023-07-31,3691,9932
3,1_1,Product_1_1,1,2023-07-31,3691,10503
4,1_1,Product_1_1,1,2023-07-31,3691,10962
0,1_1,Product_1_1,1,2023-08-07,3691,9049
1,1_1,Product_1_1,1,2023-08-07,3691,9909
2,1_1,Product_1_1,1,2023-08-07,3691,10386
3,1_1,Product_1_1,1,2023-08-07,3691,10734
4,1_1,Product_1_1,1,2023-08-07,3691,11202
0,1_1,Product_1_1,1,2023-08-14,3691,9049
1,1_1,Product_1_1,1,2023-08-14,3691,9830
2,1_1,Product_1_1,1,2023-08-14,3691,9957
3,1_1,Product_1_1,1,2023-08-14,3691,10694
4,1_1,Product_1_1,1,2023-08-14,3691,10971
0,1_1,Product_1_1,1,2023-08-21,3691,9049
1,1_1,Product_1_1,1,2023-08-21,3691,9710
2,1_1,Product_1_1,1,2023-08-21,3691,10388
3,1_1,Product_1_1,1,2023-08-21,3691,10774
4,1_1,Product_1_1,1,2023-08-21,3691,10893
0,1_1,Product_1_1,1,2023-08-28,3691,9049
1,1_1,Product_1_1,1,2023-08-28,3691,9840
2,1_1,Product_1_1,1,2023-08-28,3691,10113
3,1_1,Product_1_1,1,2023-08-28,3691,10772
4,1_1,Product_1_1,1,2023-08-28,3691,11272
0,1_1,Product_1_1,1,2023-09-04,3691,9049
1,1_1,Product_1_1,1,2023-09-04,3691,9888
2,1_1,Product_1_1,1,2023-09-04,3691,9344
3,1_1,Product_1_1,1,2023-09-04,3691,10707
4,1_1,Product_1_1,1,2023-09-04,3691,10887
0,1_1,Product_1_1,1,2023-09-11,3691,9049
1,1_1,Product_1_1,1,2023-09-11,3691,9763
2,1_1,Product_1_1,1,2023-09-11,3691,10328
3,1_1,Product_1_1,1,2023-09-11,3691,10704
4,1_1,Product_1_1,1,2023-09-11,3691,10948
0,1_1,Product_1_1,1,2023-09-18,3691,9049
1,1_1,Product_1_1,1,2023-09-18,3691,9933
2,1_1,Product_1_1,1,2023-09-18,3691,9500
3,1_1,Product_1_1,1,2023-09-18,3691,10740
4,1_1,Product_1_1,1,2023-09-18,3691,10890
0,1_1,Product_1_1,1,2023-09-25,3691,9049
1,1_1,Product_1_1,1,2023-09-25,3691,9680
2,1_1,Product_1_1,1,2023-09-25,3691,9704
3,1_1,Product_1_1,1,2023-09-25,3691,10850
4,1_1,Product_1_1,1,2023-09-25,3691,11032
0,1_1,Product_1_1,1,2023-10-02,3691,8941
1,1_1,Product_1_1,1,2023-10-02,3691,9818
2,1_1,Product_1_1,1,2023-10-02,3691,10152
3,1_1,Product_1_1,1,2023-10-02,3691,10638
4,1_1,Product_1_1,1,2023-10-02,3691,10788
0,1_1,Product_1_1,1,2023-10-09,3691,8941
1,1_1,Product_1_1,1,2023-10-09,3691,9513
2,1_1,Product_1_1,1,2023-10-09,3691,10244
3,1_1,Product_1_1,1,2023-10-09,3691,10560
4,1_1,Product_1_1,1,2023-10-09,3691,11008
0,1_1,Product_1_1,1,2023-10-16,3691,8941
1,1_1,Product_1_1,1,2023-10-16,3691,9711
2,1_1,Product_1_1,1,2023-10-16,3691,9137
3,1_1,Product_1_1,1,2023-10-16,3691,10322
4,1_1,Product_1_1,1,2023-10-16,3691,10957
0,1_1,Product_1_1,1,2023-10-23,3691,8941
1,1_1,Product_1_1,1,2023-10-23,3691,9804
2,1_1,Product_1_1,1,2023-10-23,3691,10094
3,1_1,Product_1_1,1,2023-10-23,3691,10463
4,1_1,Product_1_1,1,2023-10-23,3691,11078
0,1_1,Product_1_1,1,2023-10-30,3691,8941
1,1_1,Product_1_1,1,2023-10-30,3691,9775
2,1_1,Product_1_1,1,2023-10-30,3691,9904
3,1_1,Product_1_1,1,2023-10-30,3691,10309
4,1_1,Product_1_1,1,2023-10-30,3691,10781
0,1_1,Product_1_1,1,2023-11-06,3691,8941
1,1_1,Product_1_1,1,2023-11-06,3691,9793
2,1_1,Product_1_1,1,2023-11-06,3691,9179
3,1_1,Product_1_1,1,2023-11-06,3691,10394
4,1_1,Product_1_1,1,2023-11-06,3691,10969
0,1_1,Product_1_1,1,2023-11-13,3691,8941
1,1_1,Product_1_1,1,2023-11-13,3691,9436
2,1_1,Product_1_1,1,2023-11-13,3691,10045
3,1_1,Product_1_1,1,2023-11-13,3691,10526
4,1_1,Product_1_1,1,2023-11-13,3691,10882
0,1_1,Product_1_1,1,2023-11-20,3691,8941
1,1_1,Product_1_1,1,2023-11-20,3691,9811
2,1_1,Product_1_1,1,2023-11-20,3691,10070
3,1_1,Product_1_1,1,2023-11-20,3691,10314
4,1_1,Product_1_1,1,2023-11-20,3691,11010
0,1_1,Product_1_1,1,2023-11-27,3691,8941
1,1_1,Product_1_1,1,2023-11-27,3691,9673
2,1_1,Product_1_1,1,2023-11-27,3691,9087
3,1_1,Product_1_1,1,2023-11-27,3691,10373
4,1_1,Product_1_1,1,2023-11-27,3691,10966
0,1_1,Product_1_1,1,2023-12-04,3691,8941
1,1_1,Product_1_1,1,2023-12-04,3691,9736
2,1_1,Product_1_1,1,2023-12-04,3691,9494
3,1_1,Product_1_1,1,2023-12-04,3691,10385
4,1_1,Product_1_1,1,2023-12-04,3691,11098
0,1_1,Product_1_1,1,2023-12-11,3691,8941
1,1_1,Product_1_1,1,2023-12-11,3691,9760
2,1_1,Product_1_1,1,2023-12-11,3691,10156
3,1_1,Product_1_1,1,2023-12-11,3691,10328
4,1_1,Product_1_1,1,2023-12-11,3691,11148
0,1_1,Product_1_1,1,2023-12-18,3691,8941
1,1_1,Product_1_1,1,2023-12-18,3691,9746
2,1_1,Product_1_1,1,2023-12-18,3691,9230
3,1_1,Product_1_1,1,2023-12-18,3691,10720
4,1_1,Product_1_1,1,2023-12-18,3691,10913
0,1_1,Product_1_1,1,2023-12-25,3691,8941
1,1_1,Product_1_1,1,2023-12-25,3691,9489
2,1_1,Product_1_1,1,2023-12-25,3691,9293
3,1_1,Product_1_1,1,2023-12-25,3691,10692
4,1_1,Product_1_1,1,2023-12-25,3691,10878
0,1_2,Product_1_2,1,2023-01-02,3965,10516
1,1_2,Product_1_2,1,2023-01-02,3965,11225
2,1_2,Product_1_2,1,2023-01-02,3965,11267
3,1_2,Product_1_2,1,2023-01-02,3965,12302
4,1_2,Product_1_2,1,2023-01-02,3965,12704
0,1_2,Product_1_2,1,2023-01-09,3965,10516
1,1_2,Product_1_2,1,2023-01-09,3965,11404
2,1_2,Product_1_2,1,2023-01-09,3965,11156
3,1_2,Product_1_2,1,2023-01-09,3965,12124
4,1_2,Product_1_2,1,2023-01-09,3965,13064
0,1_2,Product_1_2,1,2023-01-16,3965,10516
1,1_2,Product_1_2,1,2023-01-16,3965,11332
2,1_2,Product_1_2,1,2023-01-16,3965,11040
3,1_2,Product_1_2,1,2023-01-16,3965,12589
4,1_2,Product_1_2,1,2023-01-16,3965,12664
0,1_2,Product_1_2,1,2023-01-23,3965,10516
1,1_2,Product_1_2,1,2023-01-23,3965,11533
2,1_2,Product_1_2,1,2023-01-23,3965,11667
3,1_2,Product_1_2,1,2023-01-23,3965,12148
4,1_2,Product_1_2,1,2023-01-23,3965,13118
0,1_2,Product_1_2,1,2023-01-30,3965,10516
1,1_2,Product_1_2,1,2023-01-30,3965,11048
2,1_2,Product_1_2,1,2023-01-30,3965,11518
3,1_2,Product_1_2,1,2023-01-30,3965,12320
4,1_2,Product_1_2,1,2023-01-30,3965,12992
0,1_2,Product_1_2,1,2023-02-06,3965,10516
1,1_2,Product_1_2,1,2023-02-06,3965,11213
2,1_2,Product_1_2,1,2023-02-06,3965,11971
3,1_2,Product_1_2,1,2023-02-06,3965,12594
4,1_2,Product_1_2,1,2023-02-06,3965,12975
0,1_2,Product_1_2,1,2023-02-13,3965,10516
1,1_2,Product_1_2,1,2023-02-13,3965,11507
2,1_2,Product_1_2,1,2023-02-13,3965,11956
3,1_2,Product_1_2,1,2023-02-13,3965,12399
4,1_2,Product_1_2,1,2023-02-13,3965,12954
0,1_2,Product_1_2,1,2023-02-20,3965,10516
1,1_2,Product_1_2,1,2023-02-20,3965,11092
2,1_2,Product_1_2,1,2023-02-20,3965,11920
3,1_2,Product_1_2,1,2023-02-20,3965,12199
4,1_2,Product_1_2,1,2023-02-20,3965,12642
0,1_2,Product_1_2,1,2023-02-27,3965,10516
1,1_2,Product_1_2,1,2023-02-27,3965,11093
2,1_2,Product_1_2,1,2023-02-27,3965,11693
3,1_2,Product_1_2,1,2023-02-27,3965,12299
4,1_2,Product_1_2,1,2023-02-27,3965,13010
0,1_2,Product_1_2,1,2023-03-06,3965,10516
1,1_2,Product_1_2,1,2023-03-06,3965,11198
2,1_2,Product_1_2,1,2023-03-06,3965,10779
3,1_2,Product_1_2,1,2023-03-06,3965,12306
4,1_2,Product_1_2,1,2023-03-06,3965,12657
0,1_2,Product_1_2,1,2023-03-13,3965,10516
1,1_2,Product_1_2,1,2023-03-13,3965,11164
2,1_2,Product_1_2,1,2023-03-13,3965,11295
3,1_2,Product_1_2,1,2023-03-13,3965,12108
4,1_2,Product_1_2,1,2023-03-13,3965,13001
0,1_2,Product_1_2,1,2023-03-20,3965,10516
1,1_2,Product_1_2,1,2023-03-20,3965,11346
2,1_2,Product_1_2,1,2023-03-20,3965,10641
3,1_2,Product_1_2,1,2023-03-20,3965,12569
4,1_2,Product_1_2,1,2023-03-20,3965,13137
0,1_2,Product_1_2,1,2023-03-27,3965,10516
1,1_2,Product_1_2,1,2023-03-27,3965,11513
2,1_2,Product_1_2,1,2023-03-27,3965,11281
3,1_2,Product_1_2,1,2023-03-27,3965,12235
4,1_2,Product_1_2,1,2023-03-27,3965,12689
0,1_2,Product_1_2,1,2023-04-03,3965,11013
1,1_2,Product_1_2,1,2023-04-03,3965,11798
2,1_2,Product_1_2,1,2023-04-03,3965,11386
3,1_2,Product_1_2,1,2023-04-03,3965,12701
4,1_2,Product_1_2,1,2023-04-03,3965,13403
0,1_2,Product_1_2,1,2023-04-10,3965,11013
1,1_2,Product_1_2,1,2023-04-10,3965,11810
2,1_2,Product_1_2,1,2023-04-10,3965,12541
3,1_2,Product_1_2,1,2023-04-10,3965,13147
4,1_2,Product_1_2,1,2023-04-10,3965,13693
0,1_2,Product_1_2,1,2023-04-17,3965,11013
1,1_2,Product_1_2,1,2023-04-17,3965,12068
2,1_2,Product_1_2,1,2023-04-17,3965,12190
3,1_2,Product_1_2,1,2023-04-17,3965,12665
4,1_2,Product_1_2,1,2023-04-17,3965,13381
0,1_2,Product_1_2,1,2023-04-24,3965,11013
1,1_2,Product_1_2,1,2023-04-24,3965,11878
2,1_2,Product_1_2,1,2023-04-24,3965,12220
3,1_2,Product_1_2,1,2023-04-24,3965,12984
4,1_2,Product_1_2,1,2023-04-24,3965,13260
0,1_2,Product_1_2,1,2023-05-01,3965,11013
1,1_2,Product_1_2,1,2023-05-01,3965,12033
2,1_2,Product_1_2,1,2023-05-01,3965,11805
3,1_2,Product_1_2,1,2023-05-01,3965,12843
4,1_2,Product_1_2,1,2023-05-01,3965,13641
0,1_2,Product_1_2,1,2023-05-08,3965,11013
1,1_2,Product_1_2,1,2023-05-08,3965,11845
2,1_2,Product_1_2,1,2023-05-08,3965,11821
3,1_2,Product_1_2,1,2023-05-08,3965,12804
4,1_2,Product_1_2,1,2023-05-08,3965,13592
0,1_2,Product_1_2,1,2023-05-15,3965,11013
1,1_2,Product_1_2,1,2023-05-15,3965,11634
2,1_2,Product_1_2,1,2023-05-15,3965,11470
3,1_2,Product_1_2,1,2023-05-15,3965,13122
4,1_2,Product_1_2,1,2023-05-15,3965,13555
0,1_2,Product_1_2,1,2023-05-22,3965,11013
1,1_2,Product_1_2,1,2023-05-22,3965,11934
2,1_2,Product_1_2,1,2023-05-22,3965,12346
3,1_2,Product_1_2,1,2023-05-22,3965,12899
4,1_2,Product_1_2,1,2023-05-22,3965,13732
0,1_2,Product_1_2,1,2023-05-29,3965,11013
1,1_2,Product_1_2,1,2023-05-29,3965,12019
2,1_2,Product_1_2,1,2023-05-29,3965,12452
3,1_2,Product_1_2,1,2023-05-29,3965,13062
4,1_2,Product_1_2,1,2023-05-29,3965,13366
0,1_2,Product_1_2,1,2023-06-05,3965,11013
1,1_2,Product_1_2,1,2023-06-05,3965,11684
2,1_2,Product_1_2,1,2023-06-05,3965,11825
3,1_2,Product_1_2,1,2023-06-05,3965,12959
4,1_2,Product_1_2,1,2023-06-05,3965,13381
0,1_2,Product_1_2,1,2023-06-12,3965,11013
1,1_2,Product_1_2,1,2023-06-12,3965,11635
2,1_2,Product_1_2,1,2023-06-12,3965,11998
3,1_2,Product_1_2,1,2023-06-12,3965,12836
4,1_2,Product_1_2,1,2023-06-12,3965,13559
0,1_2,Product_1_2,1,2023-06-19,3965,11013
1,1_2,Product_1_2,1,2023-06-19,3965,11735
2,1_2,Product_1_2,1,2023-06-19,3965,11522
3,1_2,Product_1_2,1,2023-06-19,3965,12695
4,1_2,Product_1_2,1,2023-06-19,3965,13404
0,1_2,Product_1_2,1,2023-06-26,3965,11013
1,1_2,Product_1_2,1,2023-06-26,3965,11999
2,1_2,Product_1_2,1,2023-06-26,3965,11754
3,1_2,Product_1_2,1,2023-06-26,3965,13009
4,1_2,Product_1_2,1,2023-06-26,3965,13374
0,1_2,Product_1_2,1,2023-07-03,3965,11422
1,1_2,Product_1_2,1,2023-07-03,3965,12239
2,1_2,Product_1_2,1,2023-07-03,3965,12299
3,1_2,Product_1_2,1,2023-07-03,3965,13345
4,1_2,Product_1_2,1,2023-07-03,3965,14052
0,1_2,Product_1_2,1,2023-07-10,3965,11422
1,1_2,Product_1_2,1,2023-07-10,3965,12362
2,1_2,Product_1_2,1,2023-07-10,3965,12928
3,1_2,Product_1_2,1,2023-07-10,3965,13313
4,1_2,Product_1_2,1,2023-07-10,3965,13905
0,1_2,Product_1_2,1,2023-07-17,3965,11422
1,1_2,Product_1_2,1,2023-07-17,3965,12059
2,1_2,Product_1_2,1,2023-07-17,3965,11860
3,1_2,Product_1_2,1,2023-07-17,3965,13605
4,1_2,Product_1_2,1,2023-07-17,3965,13854
0,1_2,Product_1_2,1,2023-07-24,3965,11422
1,1_2,Product_1_2,1,2023-07-24,3965,12316
2,1_2,Product_1_2,1,2023-07-24,3965,12864
3,1_2,Product_1_2,1,2023-07-24,3965,13698
4,1_2,Product_1_2,1,2023-07-24,3965,13881
0,1_2,Product_1_2,1,2023-07-31,3965,11422
1,1_2,Product_1_2,1,2023-07-31,3965,12361
2,1_2,Product_1_2,1,2023-07-31,3965,12143
3,1_2,Product_1_2,1,2023-07-31,3965,13554
4,1_2,Product_1_2,1,2023-07-31,3965,13760
0,1_2,Product_1_2,1,2023-08-07,3965,11422
1,1_2,Product_1_2,1,2023-08-07,3965,12128
2,1_2,Product_1_2,1,2023-08-07,3965,12005
3,1_2,Product_1_2,1,2023-08-07,3965,13589
4,1_2,Product_1_2,1,2023-08-07,3965,14122
0,1_2,Product_1_2,1,2023-08-14,3965,11422
1,1_2,Product_1_2,1,2023-08-14,3965,12552
2,1_2,Product_1_2,1,2023-08-14,3965,11812
3,1_2,Product_1_2,1,2023-08-14,3965,13460
4,1_2,Product_1_2,1,2023-08-14,3965,13772
0,1_2,Product_1_2,1,2023-08-21,3965,11422
1,1_2,Product_1_2,1,2023-08-21,3965,12066
2,1_2,Product_1_2,1,2023-08-21,3965,11905
3,1_2,Product_1_2,1,2023-08-21,3965,13570
4,1_2,Product_1_2,1,2023-08-21,3965,13922
0,1_2,Product_1_2,1,2023-08-28,3965,11422
1,1_2,Product_1_2,1,2023-08-28,3965,12400
2,1_2,Product_1_2,1,2023-08-28,3965,13123
3,1_2,Product_1_2,1,2023-08-28,3965,13555
4,1_2,Product_1_2,1,2023-08-28,3965,14156
0,1_2,Product_1_2,1,2023-09-04,3965,11422
1,1_2,Product_1_2,1,2023-09-04,3965,12033
2,1_2,Product_1_2,1,2023-09-04,3965,13064
3,1_2,Product_1_2,1,2023-09-04,3965,13408
4,1_2,Product_1_2,1,2023-09-04,3965,14098
0,1_2,Product_1_2,1,2023-09-11,3965,11422
1,1_2,Product_1_2,1,2023-09-11,3965,12022
2,1_2,Product_1_2,1,2023-09-11,3965,11614
3,1_2,Product_1_2,1,2023-09-11,3965,13473
4,1_2,Product_1_2,1,2023-09-11,3965,13799
0,1_2,Product_1_2,1,2023-09-18,3965,11422
1,1_2,Product_1_2,1,2023-09-18,3965,12506
2,1_2,Product_1_2,1,2023-09-18,3965,11942
3,1_2,Product_1_2,1,2023-09-18,3965,13580
4,1_2,Product_1_2,1,2023-09-18,3965,14103
0,1_2,Product_1_2,1,2023-09-25,3965,11422
1,1_2,Product_1_2,1,2023-09-25,3965,12311
2,1_2,Product_1_2,1,2023-09-25,3965,12922
3,1_2,Product_1_2,1,2023-09-25,3965,13401
4,1_2,Product_1_2,1,2023-09-25,3965,14069
0,1_2,Product_1_2,1,2023-10-02,3965,11795
1,1_2,Product_1_2,1,2023-10-02,3965,12396
2,1_2,Product_1_2,1,2023-10-02,3965,12770
3,1_2,Product_1_2,1,2023-10-02,3965,13715
4,1_2,Product_1_2,1,2023-10-02,3965,14591
0,1_2,Product_1_2,1,2023-10-09,3965,11795
1,1_2,Product_1_2,1,2023-10-09,3965,12392
2,1_2,Product_1_2,1,2023-10-09,3965,12826
3,1_2,Product_1_2,1,2023-10-09,3965,13687
4,1_2,Product_1_2,1,2023-10-09,3965,14554
0,1_2,Product_1_2,1,2023-10-16,3965,11795
1,1_2,Product_1_2,1,2023-10-16,3965,12604
2,1_2,Product_1_2,1,2023-10-16,3965,13213
3,1_2,Product_1_2,1,2023-10-16,3965,13619
4,1_2,Product_1_2,1,2023-10-16,3965,14339
0,1_2,Product_1_2,1,2023-10-23,3965,11795
1,1_2,Product_1_2,1,2023-10-23,3965,12394
2,1_2,Product_1_2,1,2023-10-23,3965,13479
3,1_2,Product_1_2,1,2023-10-23,3965,13889
4,1_2,Product_1_2,1,2023-10-23,3965,14302
0,1_2,Product_1_2,1,2023-10-30,3965,11795
1,1_2,Product_1_2,1,2023-10-30,3965,12603
2,1_2,Product_1_2,1,2023-10-30,3965,12764
3,1_2,Product_1_2,1,2023-10-30,3965,14125
4,1_2,Product_1_2,1,2023-10-30,3965,14401
0,1_2,Product_1_2,1,2023-11-06,3965,11795
1,1_2,Product_1_2,1,2023-11-06,3965,12567
2,1_2,Product_1_2,1,2023-11-06,3965,12818
3,1_2,Product_1_2,1,2023-11-06,3965,13780
4,1_2,Product_1_2,1,2023-11-06,3965,14335
0,1_2,Product_1_2,1,2023-11-13,3965,11795
1,1_2,Product_1_2,1,2023-11-13,3965,12960
2,1_2,Product_1_2,1,2023-11-13,3965,12923
3,1_2,Product_1_2,1,2023-11-13,3965,14131
4,1_2,Product_1_2,1,2023-11-13,3965,14247
0,1_2,Product_1_2,1,2023-11-20,3965,11795
1,1_2,Product_1_2,1,2023-11-20,3965,12860
2,1_2,Product_1_2,1,2023-11-20,3965,12662
3,1_2,Product_1_2,1,2023-11-20,3965,13980
4,1_2,Product_1_2,1,2023-11-20,3965,14645
0,1_2,Product_1_2,1,2023-11-27,3965,11795
1,1_2,Product_1_2,1,2023-11-27,3965,12523
2,1_2,Product_1_2,1,2023-11-27,3965,12305
