week,seller_id,product_id,qty,logistic_costs
2023-01-02,4,3_4,30,2450
2023-01-02,0,3_5,62,1680
2023-01-02,1,3_5,49,2688
2023-01-02,2,3_5,41,1960
2023-01-02,3,3_5,38,3080
2023-01-02,4,3_5,34,3248
2023-01-02,0,3_6,61,2585
2023-01-02,1,3_6,48,2695
2023-01-02,2,3_6,39,2035
2023-01-02,3,3_6,36,2255
2023-01-02,4,3_6,33,2090
2023-01-02,0,3_7,65,3422
2023-01-02,1,3_7,52,2065
2023-01-02,2,3_7,44,2537
2023-01-02,3,3_7,39,3481
2023-01-02,4,3_7,36,2006
2023-01-02,0,3_8,61,2420
2023-01-02,1,3_8,48,2475
2023-01-02,2,3_8,40,3245
2023-01-02,3,3_8,36,1980
2023-01-02,4,3_8,35,3300
2023-01-02,0,3_9,56,1989
2023-01-02,1,3_9,43,3009
2023-01-02,2,3_9,36,2856
2023-01-02,3,3_9,33,2805
2023-01-02,4,3_9,33,2142
2023-01-02,0,3_10,63,2223
2023-01-02,1,3_10,51,3306
2023-01-02,2,3_10,40,1824
2023-01-02,3,3_10,38,1881
2023-01-02,4,3_10,35,2052
2023-01-02,0,3_11,61,1925
2023-01-02,1,3_11,45,1650
2023-01-02,2,3_11,39,2530
2023-01-02,3,3_11,38,2915
2023-01-02,4,3_11,34,2585
2023-01-02,0,3_12,58,2968
2023-01-02,1,3_12,43,2915
2023-01-02,2,3_12,39,2597
2023-01-02,3,3_12,36,2385
2023-01-02,4,3_12,32,1749
2023-01-02,0,3_13,65,2832
2023-01-02,1,3_13,52,2478
2023-01-02,2,3_13,42,3540
2023-01-02,3,3_13,39,2832
2023-01-02,4,3_13,38,3422
2023-01-02,0,3_14,63,3021
2023-01-02,1,3_14,50,1767
2023-01-02,2,3_14,41,2337
2023-01-02,3,3_14,37,2223
2023-01-02,4,3_14,36,1938
2023-01-02,0,3_15,61,2365
2023-01-02,1,3_15,44,2805
2023-01-02,2,3_15,40,2255
2023-01-02,3,3_15,36,1760
2023-01-02,4,3_15,34,3245
2023-01-02,0,3_16,59,2538
2023-01-02,1,3_16,44,1728
2023-01-02,2,3_16,39,2538
2023-01-02,3,3_16,36,2106
2023-01-02,4,3_16,34,2700
2023-01-02,0,3_17,61,2805
2023-01-02,1,3_17,46,3245
2023-01-02,2,3_17,41,2310
2023-01-02,3,3_17,37,2530
2023-01-02,4,3_17,33,1815
2023-01-02,0,3_18,57,2392
2023-01-02,1,3_18,42,2392
2023-01-02,2,3_18,39,2756
2023-01-02,3,3_18,35,2392
2023-01-02,4,3_18,32,1560
2023-01-02,0,3_19,58,2226
2023-01-02,1,3_19,45,2862
2023-01-02,2,3_19,37,3074
2023-01-02,3,3_19,35,3180
2023-01-02,4,3_19,33,3180
2023-01-02,0,3_20,61,2585
2023-01-02,1,3_20,44,2750
2023-01-02,2,3_20,41,1870
2023-01-02,3,3_20,36,2200
2023-01-02,4,3_20,33,1870
2023-01-02,1,4_1,25,1110
2023-01-02,2,4_1,22,1530
2023-01-02,3,4_1,20,1200
2023-01-02,4,4_1,19,1710
2023-01-02,1,4_2,29,1800
2023-01-02,2,4_2,26,1188
2023-01-02,3,4_2,25,1188
2023-01-02,4,4_2,23,1908
2023-01-02,1,4_3,32,1330
2023-01-02,2,4_3,27,1482
2023-01-02,3,4_3,26,1862
2023-01-02,4,4_3,23,1824
2023-01-02,1,4_4,30,1734
2023-01-02,2,4_4,25,1054
2023-01-02,3,4_4,22,1564
2023-01-02,4,4_4,21,1360
2023-01-02,1,4_5,26,1312
2023-01-02,2,4_5,23,1760
2023-01-02,3,4_5,22,1088
2023-01-02,4,4_5,20,1184
2023-01-02,1,4_6,30,1591
2023-01-02,2,4_6,27,2220
2023-01-02,3,4_6,24,1702
2023-01-02,4,4_6,24,1850
2023-01-02,1,4_7,25,1350
2023-01-02,2,4_7,22,1080
2023-01-02,3,4_7,20,1740
2023-01-02,4,4_7,19,1140
2023-01-02,1,4_8,26,1519
2023-01-02,2,4_8,23,1736
2023-01-02,3,4_8,20,1798
2023-01-02,4,4_8,20,1798
2023-01-02,1,4_9,32,2124
2023-01-02,2,4_9,26,2088
2023-01-02,3,4_9,24,2052
2023-01-02,4,4_9,23,1728
2023-01-02,1,4_10,32,1560
2023-01-02,2,4_10,29,1326
2023-01-02,3,4_10,27,1287
2023-01-02,4,4_10,24,1209
2023-01-02,1,4_11,30,1480
2023-01-02,2,4_11,27,1628
2023-01-02,3,4_11,25,1221
2023-01-02,4,4_11,24,1406
2023-01-02,1,4_12,32,1554
2023-01-02,2,4_12,26,1924
2023-01-02,3,4_12,25,1332
2023-01-02,4,4_12,24,1887
2023-01-02,1,4_13,25,1230
2023-01-02,2,4_13,22,990
2023-01-02,3,4_13,20,1440
2023-01-02,4,4_13,18,960
2023-01-02,1,4_14,30,1548
2023-01-02,2,4_14,27,1152
2023-01-02,3,4_14,25,1368
2023-01-02,4,4_14,23,2160
2023-01-02,1,4_15,28,1240
2023-01-02,2,4_15,23,1178
2023-01-02,3,4_15,21,1705
2023-01-02,4,4_15,20,1798
2023-01-02,1,4_16,32,1209
2023-01-02,2,4_16,28,1677
2023-01-02,3,4_16,26,2184
2023-01-02,4,4_16,25,1443
2023-01-02,1,4_17,26,1770
2023-01-02,2,4_17,21,1500
2023-01-02,3,4_17,21,1380
2023-01-02,4,4_17,19,1230
2023-01-02,1,4_18,31,1482
2023-01-02,2,4_18,28,1330
2023-01-02,3,4_18,26,1482
2023-01-02,4,4_18,24,1900
2023-01-02,1,4_19,26,1050
2023-01-02,2,4_19,22,1170
2023-01-02,3,4_19,20,1260
2023-01-02,4,4_19,19,1800
2023-01-02,1,4_20,34,1280
2023-01-02,2,4_20,29,2320
2023-01-02,3,4_20,27,1800
2023-01-02,4,4_20,25,2240
2023-01-02,0,5_1,64,1740
2023-01-02,1,5_1,48,2320
2023-01-02,2,5_1,42,2610
2023-01-02,3,5_1,39,2378
2023-01-02,4,5_1,38,2088
2023-01-02,0,5_2,58,2067
2023-01-02,1,5_2,43,2756
2023-01-02,2,5_2,38,2067
2023-01-02,3,5_2,37,2491
2023-01-02,4,5_2,33,2014
2023-01-02,0,5_3,58,2279
2023-01-02,1,5_3,44,2915
2023-01-02,2,5_3,39,1908
2023-01-02,3,5_3,36,2703
2023-01-02,4,5_3,33,2067
2023-01-02,0,5_4,59,3078
2023-01-02,1,5_4,45,2862
2023-01-02,2,5_4,40,2592
2023-01-02,3,5_4,38,3240
2023-01-02,4,5_4,33,2808
2023-01-02,0,5_5,57,3016
2023-01-02,1,5_5,46,2548
2023-01-02,2,5_5,38,2444
2023-01-02,3,5_5,35,2028
2023-01-02,4,5_5,33,1872
2023-01-02,0,5_6,55,2500
2023-01-02,1,5_6,40,2300
2023-01-02,2,5_6,37,1500
2023-01-02,3,5_6,33,2600
2023-01-02,4,5_6,30,2150
2023-01-02,0,5_7,58,2968
2023-01-02,1,5_7,47,2650
2023-01-02,2,5_7,37,2067
2023-01-02,3,5_7,36,1749
2023-01-02,4,5_7,34,1855
2023-01-02,0,5_8,57,2132
2023-01-02,1,5_8,43,2080
2023-01-02,2,5_8,38,1976
2023-01-02,3,5_8,36,2236
2023-01-02,4,5_8,33,2080
2023-01-02,0,5_9,62,2968
2023-01-02,1,5_9,50,2800
2023-01-02,2,5_9,40,2408
2023-01-02,3,5_9,38,2128
2023-01-02,4,5_9,35,2016
2023-01-02,0,5_10,63,2793
2023-01-02,1,5_10,50,2679
2023-01-02,2,5_10,43,2622
2023-01-02,3,5_10,37,1710
2023-01-02,4,5_10,36,3420
2023-01-02,0,5_11,64,2900
2023-01-02,1,5_11,50,2262
2023-01-02,2,5_11,43,2784
2023-01-02,3,5_11,39,2900
2023-01-02,4,5_11,36,1740
2023-01-02,0,5_12,61,2145
2023-01-02,1,5_12,49,2970
2023-01-02,2,5_12,41,3245
2023-01-02,3,5_12,37,2310
2023-01-02,4,5_12,35,2200
2023-01-02,0,5_13,57,2444
2023-01-02,1,5_13,45,1768
2023-01-02,2,5_13,37,2392
2023-01-02,3,5_13,34,1924
2023-01-02,4,5_13,32,1716
2023-01-02,0,5_14,66,1980
2023-01-02,1,5_14,51,3060
2023-01-02,2,5_14,43,2040
2023-01-02,3,5_14,40,3540
2023-01-02,4,5_14,37,3360
2023-01-02,0,5_15,59,2538
2023-01-02,1,5_15,44,2862
2023-01-02,2,5_15,40,2430
2023-01-02,3,5_15,36,2970
2023-01-02,4,5_15,35,3186
2023-01-02,0,5_16,65,3363
2023-01-02,1,5_16,52,2596
2023-01-02,2,5_16,43,2124
2023-01-02,3,5_16,39,3186
2023-01-02,4,5_16,38,2242
2023-01-02,0,5_17,57,3068
2023-01-02,1,5_17,43,1716
2023-01-02,2,5_17,39,2028
2023-01-02,3,5_17,36,1924
2023-01-02,4,5_17,33,2236
2023-01-02,0,5_18,62,2296
2023-01-02,1,5_18,49,2520
2023-01-02,2,5_18,40,2912
2023-01-02,3,5_18,38,1904
2023-01-02,4,5_18,35,2800
2023-01-02,0,5_19,59,3024
2023-01-02,1,5_19,44,3024
2023-01-02,2,5_19,39,2322
2023-01-02,3,5_19,36,1674
2023-01-02,4,5_19,33,2916
2023-01-02,0,5_20,61,2090
2023-01-02,1,5_20,46,2860
2023-01-02,2,5_20,40,3190
2023-01-02,3,5_20,37,1705
2023-01-02,4,5_20,35,1705
2023-01-02,1,6_1,46,2408
2023-01-02,2,6_1,39,2464
2023-01-02,3,6_1,38,2520
2023-01-02,4,6_1,36,2352
2023-01-02,1,6_2,47,2072
2023-01-02,2,6_2,39,2912
2023-01-02,3,6_2,38,3136
2023-01-02,4,6_2,35,1904
2023-01-02,1,6_3,45,1734
2023-01-02,2,6_3,37,1632
2023-01-02,3,6_3,36,2754
2023-01-02,4,6_3,33,1632
2023-01-02,1,6_4,48,2376
2023-01-02,2,6_4,40,2808
2023-01-02,3,6_4,35,3024
2023-01-02,4,6_4,33,2214
2023-01-02,1,6_5,40,1600
2023-01-02,2,6_5,36,2700
2023-01-02,3,6_5,35,1550
2023-01-02,4,6_5,32,1800
2023-01-02,1,6_6,42,1924
2023-01-02,2,6_6,38,1768
2023-01-02,3,6_6,34,2236
2023-01-02,4,6_6,32,2860
2023-01-02,1,6_7,43,2040
2023-01-02,2,6_7,37,2805
2023-01-02,3,6_7,34,3060
2023-01-02,4,6_7,32,2244
2023-01-02,1,6_8,49,3016
2023-01-02,2,6_8,42,3422
2023-01-02,3,6_8,40,3016
2023-01-02,4,6_8,36,1740
2023-01-02,1,6_9,40,2300
2023-01-02,2,6_9,36,2050
2023-01-02,3,6_9,33,2450
2023-01-02,4,6_9,31,1700
2023-01-02,1,6_10,44,1836
2023-01-02,2,6_10,38,2646
2023-01-02,3,6_10,36,1836
2023-01-02,4,6_10,35,1890
2023-01-02,1,6_11,51,3304
2023-01-02,2,6_11,43,2950
2023-01-02,3,6_11,39,1770
2023-01-02,4,6_11,37,3304
2023-01-02,1,6_12,42,1664
2023-01-02,2,6_12,39,3068
2023-01-02,3,6_12,36,3016
2023-01-02,4,6_12,34,2704
2023-01-02,1,6_13,42,1950
2023-01-02,2,6_13,35,2500
2023-01-02,3,6_13,34,2800
2023-01-02,4,6_13,31,2350
2023-01-02,1,6_14,49,2464
2023-01-02,2,6_14,42,3136
2023-01-02,3,6_14,38,3024
2023-01-02,4,6_14,35,2856
2023-01-02,1,6_15,47,1856
2023-01-02,2,6_15,43,2262
2023-01-02,3,6_15,40,2494
2023-01-02,4,6_15,35,3016
2023-01-02,1,6_16,46,2016
2023-01-02,2,6_16,40,3248
2023-01-02,3,6_16,37,2128
2023-01-02,4,6_16,35,2184
2023-01-02,1,6_17,46,2280
2023-01-02,2,6_17,41,3363
2023-01-02,3,6_17,37,2508
2023-01-02,4,6_17,35,2508
2023-01-02,1,6_18,43,1560
2023-01-02,2,6_18,38,3016
2023-01-02,3,6_18,36,1560
2023-01-02,4,6_18,33,1872
2023-01-02,1,6_19,45,2592
2023-01-02,2,6_19,38,1674
2023-01-02,3,6_19,37,1620
2023-01-02,4,6_19,33,1890
2023-01-02,1,6_20,47,3248
2023-01-02,2,6_20,42,1792
2023-01-02,3,6_20,38,1680
2023-01-02,4,6_20,34,3080
2023-01-02,1,7_1,25,1050
2023-01-02,2,7_1,22,1650
2023-01-02,3,7_1,20,1440
2023-01-02,4,7_1,18,1050
2023-01-02,1,7_2,35,1482
2023-01-02,2,7_2,28,1404
2023-01-02,3,7_2,27,2145
2023-01-02,4,7_2,25,1287
2023-01-02,1,7_3,26,1230
2023-01-02,2,7_3,22,1440
2023-01-02,3,7_3,20,1650
2023-01-02,4,7_3,19,1620
2023-01-02,1,7_4,33,2320
2023-01-02,2,7_4,28,2040
2023-01-02,3,7_4,27,1600
2023-01-02,4,7_4,26,1680
2023-01-02,1,7_5,36,1800
2023-01-02,2,7_5,29,1600
2023-01-02,3,7_5,27,1720
2023-01-02,4,7_5,25,1280
2023-01-02,1,7_6,32,1512
2023-01-02,2,7_6,27,2052
2023-01-02,3,7_6,24,1584
2023-01-02,4,7_6,22,1116
2023-01-02,1,7_7,26,1333
2023-01-02,2,7_7,22,961
2023-01-02,3,7_7,21,1581
2023-01-02,4,7_7,19,1457
2023-01-02,1,7_8,35,1240
2023-01-02,2,7_8,29,1880
2023-01-02,3,7_8,26,1680
2023-01-02,4,7_8,25,2160
2023-01-02,1,7_9,25,1650
2023-01-02,2,7_9,22,1530
2023-01-02,3,7_9,20,1560
2023-01-02,4,7_9,19,1080
2023-01-02,1,7_10,32,1672
2023-01-02,2,7_10,27,1368
2023-01-02,3,7_10,25,1710
2023-01-02,4,7_10,24,1406
2023-01-02,1,7_11,33,2340
2023-01-02,2,7_11,27,1794
2023-01-02,3,7_11,26,2262
2023-01-02,4,7_11,24,1365
2023-01-02,1,7_12,25,1620
2023-01-02,2,7_12,22,1350
2023-01-02,3,7_12,20,1350
2023-01-02,4,7_12,19,1770
2023-01-02,1,7_13,34,1368
2023-01-02,2,7_13,27,1786
2023-01-02,3,7_13,26,1976
2023-01-02,4,7_13,24,1330
2023-01-02,1,7_14,31,1750
2023-01-02,2,7_14,25,1715
2023-01-02,3,7_14,24,1855
2023-01-02,4,7_14,22,1925
2023-01-02,1,7_15,34,2200
2023-01-02,2,7_15,29,1960
2023-01-02,3,7_15,28,1800
2023-01-02,4,7_15,24,2400
2023-01-02,1,7_16,35,2040
2023-01-02,2,7_16,28,1520
2023-01-02,3,7_16,27,2280
2023-01-02,4,7_16,24,1600
2023-01-02,1,7_17,29,1056
2023-01-02,2,7_17,24,1089
2023-01-02,3,7_17,22,1749
2023-01-02,4,7_17,20,1683
2023-01-02,1,7_18,29,1085
2023-01-02,2,7_18,25,1575
2023-01-02,3,7_18,23,1190
2023-01-02,4,7_18,22,1225
2023-01-02,1,7_19,33,1330
2023-01-02,2,7_19,27,1824
2023-01-02,3,7_19,26,1406
2023-01-02,4,7_19,23,1140
2023-01-02,1,7_20,32,1665
2023-01-02,2,7_20,26,1406
2023-01-02,3,7_20,26,2072
2023-01-02,4,7_20,22,1813
2023-01-02,0,8_1,65,2124
2023-01-02,1,8_1,49,2537
2023-01-02,2,8_1,43,2183
2023-01-02,3,8_1,39,3540
2023-01-02,4,8_1,36,3363
2023-01-02,0,8_2,57,2756
2023-01-02,1,8_2,43,2964
2023-01-02,2,8_2,39,2080
2023-01-02,3,8_2,36,2652
2023-01-02,4,8_2,33,2600
2023-01-02,0,8_3,66,3120
2023-01-02,1,8_3,54,2280
2023-01-02,2,8_3,42,2400
2023-01-02,3,8_3,42,3300
2023-01-02,4,8_3,39,2520
2023-01-02,0,8_4,59,1620
2023-01-02,1,8_4,46,2322
2023-01-02,2,8_4,38,1890
2023-01-02,3,8_4,37,2916
2023-01-02,4,8_4,35,1944
2023-01-02,0,8_5,59,2484
2023-01-02,1,8_5,48,3240
2023-01-02,2,8_5,39,2106
2023-01-02,3,8_5,37,2160
2023-01-02,4,8_5,34,2970
2023-01-02,0,8_6,63,2679
2023-01-02,1,8_6,50,2052
2023-01-02,2,8_6,42,3021
2023-01-02,3,8_6,38,1938
2023-01-02,4,8_6,36,1824
2023-01-02,0,8_7,63,3249
2023-01-02,1,8_7,46,2508
2023-01-02,2,8_7,43,2166
2023-01-02,3,8_7,38,3306
2023-01-02,4,8_7,37,2166
2023-01-02,0,8_8,66,2100
2023-01-02,1,8_8,48,2160
2023-01-02,2,8_8,42,2640
2023-01-02,3,8_8,40,2160
2023-01-02,4,8_8,38,3180
2023-01-02,0,8_9,66,1860
2023-01-02,1,8_9,52,1860
2023-01-02,2,8_9,43,3120
2023-01-02,3,8_9,40,1860
2023-01-02,4,8_9,38,3240
2023-01-02,0,8_10,66,3540
2023-01-02,1,8_10,50,2400
2023-01-02,2,8_10,43,1860
2023-01-02,3,8_10,41,2280
2023-01-02,4,8_10,39,3300
2023-01-02,0,8_11,58,3127
2023-01-02,1,8_11,45,1802
2023-01-02,2,8_11,38,2279
2023-01-02,3,8_11,35,3021
2023-01-02,4,8_11,33,2862
2023-01-02,0,8_12,55,2950
2023-01-02,1,8_12,44,1500
2023-01-02,2,8_12,37,3000
2023-01-02,3,8_12,33,2700
2023-01-02,4,8_12,30,2500
2023-01-02,0,8_13,55,2850
2023-01-02,1,8_13,42,2100
2023-01-02,2,8_13,36,1900
2023-01-02,3,8_13,35,1650
2023-01-02,4,8_13,31,2400
2023-01-02,0,8_14,65,3068
2023-01-02,1,8_14,48,2419
2023-01-02,2,8_14,42,3186
2023-01-02,3,8_14,41,3009
2023-01-02,4,8_14,36,3186
2023-01-02,0,8_15,64,2320
2023-01-02,1,8_15,47,2668
2023-01-02,2,8_15,42,1740
2023-01-02,3,8_15,40,1856
2023-01-02,4,8_15,37,2552
2023-01-02,0,8_16,63,1767
2023-01-02,1,8_16,50,3021
2023-01-02,2,8_16,42,2337
2023-01-02,3,8_16,39,1824
2023-01-02,4,8_16,36,3420
2023-01-02,0,8_17,66,1860
2023-01-02,1,8_17,50,3120
2023-01-02,2,8_17,43,3480
2023-01-02,3,8_17,42,2160
2023-01-02,4,8_17,38,2880
2023-01-02,0,8_18,59,2754
2023-01-02,1,8_18,44,2916
2023-01-02,2,8_18,39,2214
2023-01-02,3,8_18,36,1620
2023-01-02,4,8_18,34,2160
2023-01-02,0,8_19,62,3192
2023-01-02,1,8_19,46,2968
2023-01-02,2,8_19,40,2408
2023-01-02,3,8_19,37,1680
2023-01-02,4,8_19,35,2856
2023-01-02,0,8_20,56,2244
2023-01-02,1,8_20,43,2397
2023-01-02,2,8_20,38,1632
2023-01-02,3,8_20,34,1683
2023-01-02,4,8_20,33,3060
2023-01-02,0,9_1,66,2940
2023-01-02,1,9_1,53,2820
2023-01-02,2,9_1,42,1920
2023-01-02,3,9_1,41,2460
2023-01-02,4,9_1,36,2340
2023-01-02,0,9_2,57,2964
2023-01-02,1,9_2,45,1872
2023-01-02,2,9_2,37,2860
2023-01-02,3,9_2,35,2028
2023-01-02,4,9_2,33,2704
2023-01-02,0,9_3,65,3245
2023-01-02,1,9_3,50,2006
2023-01-02,2,9_3,43,3068
2023-01-02,3,9_3,40,2419
2023-01-02,4,9_3,36,1888
2023-01-02,0,9_4,61,2420
2023-01-02,1,9_4,48,3300
2023-01-02,2,9_4,41,3025
2023-01-02,3,9_4,36,2915
2023-01-02,4,9_4,33,1760
2023-01-02,0,9_5,65,2183
2023-01-02,1,9_5,47,2655
2023-01-02,2,9_5,41,1888
2023-01-02,3,9_5,40,3540
2023-01-02,4,9_5,37,1770
2023-01-02,0,9_6,57,2392
2023-01-02,1,9_6,44,1872
2023-01-02,2,9_6,37,2444
2023-01-02,3,9_6,36,1768
2023-01-02,4,9_6,33,2184
2023-01-02,0,9_7,55,1550
2023-01-02,1,9_7,44,2450
2023-01-02,2,9_7,37,1750
2023-01-02,3,9_7,34,1900
2023-01-02,4,9_7,31,2900
2023-01-02,0,9_8,61,1980
2023-01-02,1,9_8,47,3025
2023-01-02,2,9_8,39,2585
2023-01-02,3,9_8,38,2035
2023-01-02,4,9_8,35,2585
2023-01-02,0,9_9,66,3180
2023-01-02,1,9_9,48,3480
2023-01-02,2,9_9,43,2520
2023-01-02,3,9_9,40,2880
2023-01-02,4,9_9,38,3000
2023-01-02,0,9_10,66,2940
2023-01-02,1,9_10,52,2220
2023-01-02,2,9_10,44,2820
2023-01-02,3,9_10,41,3540
2023-01-02,4,9_10,38,2820
2023-01-02,0,9_11,65,1770
2023-01-02,1,9_11,48,1888
2023-01-02,2,9_11,44,2832
2023-01-02,3,9_11,40,2596
2023-01-02,4,9_11,37,2065
